Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Value,CV (%)
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,4,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,30,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,12,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,42,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,19,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,16,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,27,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,5,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,66,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,126,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,52,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,77,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,77,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,127,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,29,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,44,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,103,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,181,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,99,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,119,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,113,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,159,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,KINGS,47,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,2,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,KINGS,47,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,5,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,KINGS,47,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,6,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,KINGS,47,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,8,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,NASSAU,59,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,3,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,NASSAU,59,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,4,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,NASSAU,59,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,1,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,NASSAU,59,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,5,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,NEW YORK,61,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,3,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,QUEENS,81,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,1,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,QUEENS,81,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,3,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,QUEENS,81,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,1,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,QUEENS,81,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,1,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,RICHMOND,85,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,2,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,12,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,50,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,34,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,162,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,164,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,13,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,8,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,23,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,14,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,5,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,56,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,101,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,32,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,69,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,79,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,69,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,28,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,14,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,23,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,53,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,27,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,24,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,38,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,77,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,32,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,26,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,61,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,146,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,96,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,155,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,131,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,127,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,HAMILTON,41,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,1,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,HAMILTON,41,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,1,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,3,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,2,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,5,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,5,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,2,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,9,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,3,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,9,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,33,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,32,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,43,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,192,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,84,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,166,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,109,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,123,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,4,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,16,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,74,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,209,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,44,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,148,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,167,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,68,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,38,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,48,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,96,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,306,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,100,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,283,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,239,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,186,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,31,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,63,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,98,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,102,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,99,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,31,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,30,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,114,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,45,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,87,62
